제목,시작일,종료일,장소,이미지 URL
"정원가, 다산",2024.12.15.,2025.06.15.,일월수목원 방문자센터 로비,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250324_38%2F1742805495562Llj17_JPEG%2F360_main_thumb_url_1742805495455.jpg
전지적 백남준 시점,2025.04.10.,2026.02.22.,백남준아트센터,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250324_16%2F1742783358035MxgyC_JPEG%2F360_main_thumb_url_1742783358024.jpg
정원을 사랑한 지중해화가 모네,2025.03.11.,2025.09.14.,일월수목원,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250321_291%2F17425263883212lxEQ_JPEG%2F360_main_thumb_url_1742526388286.jpeg
상상정원,2025.03.18.,2025.09.07.,양주시립장욱진미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250319_139%2F1742367970344C3KiN_PNG%2F360_main_thumb_url_1742367970332.png
피보탈 모먼트 : 예술의 정점에 서다,2025.03.17.,2025.07.31.,파라다이스시티 아트스페이스,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250319_114%2F1742365584802XsgIG_PNG%2F360_main_thumb_url_1742365584792.png
이모젠 커닝햄 : Stillness,2025.03.22.,2025.07.27.,닻미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250317_44%2F1742190615127u6r5v_JPEG%2F360_main_thumb_url_1742190615114.jpg
캔앤츄르 초대전,2024.12.23.,2025.06.22.,갤러리티,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250312_259%2F1741763121502a23RE_PNG%2F360_main_thumb_url_1741763121487.png
김소정 초대전,2024.12.23.,2025.06.22.,갤러리티,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250312_244%2F17417629281227fxaE_PNG%2F360_main_thumb_url_1741762928056.png
심성희 초대전,2024.12.23.,2025.06.22.,갤러리티,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250312_73%2F1741762708465S6FXT_PNG%2F360_main_thumb_url_1741762708451.png
쇠라와 색깔여행 점!점!점!,2025.04.05.,2025.11.29.,어린이미술관자란다,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250307_122%2F1741313199271LTGMJ_PNG%2F360_main_thumb_url_1741313199244.png
만나서 반가워,2025.03.13.,2025.08.31.,한강뮤지엄,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250306_241%2F1741244336674V3oJu_JPEG%2F360_main_thumb_url_1741244336638.jpg
랜덤 액세스 프로젝트 4.0,2025.02.20.,2025.06.29.,백남준아트센터,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250305_296%2F1741155309071Fya9y_JPEG%2F360_main_thumb_url_1741155308985.jpg
A Tale of Two Cities,2025.02.28.,2025.08.08.,고은사진미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250224_106%2F1740369449377FfuxN_JPEG%2F360_main_thumb_url_1740369449291.jpg
"항거, 수원 1919",2025.03.01.,2025.06.29.,수원박물관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250214_279%2F1739521969323wdJTc_JPEG%2F360_main_thumb_url_1739521969298.jpg
"농업과 산업이 어우러진 마을, 고색동",2024.09.24.,2025.06.22.,근대문화공간 수원구부국원,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250204_87%2F1738649024144NLjXt_JPEG%2F360_main_thumb_url_1738649024106.jpg
앉거나 서거나 누워있는 I : 1950-60년대 해방세대의 인체조각,2025.01.21.,2025.06.15.,양주시립민복진미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250131_43%2F1738289767293a7DtO_PNG%2F360_main_thumb_url_1738289767283.png
미타 초대전,2024.12.23.,2025.06.22.,갤러리티,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250124_66%2F1737705939491KDDPx_JPEG%2F360_main_thumb_url_1737705939483.jpg
수원시가 발굴한 13인의 독립운동가,2025.01.01.,2025.12.14.,수원광교박물관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241226_128%2F1735184927349qxQ6s_JPEG%2F360_main_thumb_url_1735184927340.jpg
the Art de Vivre 예술이 된 일상의 단편들,2024.11.22.,2025.06.13.,랄프 깁슨 사진미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241128_233%2F1732772888968DJHoC_JPEG%2F360_main_thumb_url_1732772888958.jpg
MMCA 뉴미디어 소장품전-아더랜드,2024.09.10.,2025.04.23.,국립현대미술관 과천,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241122_194%2F1732267483855bL75P_JPEG%2F360_main_thumb_url_1732267483837.jpg
한국 현대 도자공예: 영원의 지금에서 늘 새로운,2024.11.21.,2025.05.06.,국립현대미술관 과천,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241122_170%2F17322671606676fwwW_PNG%2F360_35981829_main_thumb_url_1732267160655.png
"침묵, 그 고요한 외침",2024.11.23.,2025.06.22.,이함캠퍼스,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241121_202%2F1732154362181nY6Jv_JPEG%2F360_main_thumb_url_1732154362139.jpg
스폰지밥 전시회_IN BUSAN展,2024.11.30.,2025.05.25.,피아크,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241115_22%2F1731634287089Crv7U_JPEG%2F360_main_thumb_url_1731634287080.jpg
파비안 네그린: Adventure Beyond Childhood,2024.11.26.,2025.04.20.,현대어린이책미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241113_145%2F1731478842259KaAnL_PNG%2F360_main_thumb_url_1731478842232.png
2024 부산모카 플랫폼,2024.11.30.,2025.04.13.,부산현대미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241101_163%2F1730426298874YSdUa_JPEG%2F360_main_thumb_url_1730426298865.jpg
이토 준지 호러하우스,2024.12.14.,2025.06.08.,덕스 부산,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241021_127%2F1729500847788haNiu_JPEG%2F360_main_thumb_url_1729500847755.jpg
달빛 상담소,2024.11.01.,2025.10.12.,서면미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241016_109%2F1729057848452Mg0rk_JPEG%2F360_main_thumb_url_1729057848439.jpg
신화 : 시작하는 이야기,2024.10.05.,2025.08.31.,뮤지엄 원,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241030_162%2F1730267530660ulhR4_JPEG%2F360_35259382_main_thumb_url_1730267530580.jpg
Plastic: Remaking Our World,2024.08.29.,2025.05.25.,현대 모터스튜디오 부산,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240816_96%2F1723785562482s4Gpr_JPEG%2F360_main_thumb_url_1723785562418.jpg
거꾸로 시간의 영종!,2024.07.12.,2025.05.31.,영종역사관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240702_277%2F1719892260580GFxFE_JPEG%2F360_main_thumb_url_1719892260431.jpg
데이비드 호크니 : Bigger Closer,2025.04.01.,2025.08.31.,태화복합문화공간 만디,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250325_103%2F1742873365002HJt2A_JPEG%2F360_main_thumb_url_1742873364990.jpg
디토와 비토,2025.03.15.,2025.08.17.,헤레디움,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250306_258%2F1741237835740vbiAa_JPEG%2F360_main_thumb_url_1741237835647.jpg
션 스컬리 : 수평과 수직,2025.03.18.,2025.08.17.,대구미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250228_117%2F1740710250407lchic_PNG%2F360_main_thumb_url_1740710250397.png
애호가 편지,2025.03.22.,2025.08.24.,국립아시아문화전당,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250226_93%2F1740552118163FYSoV_JPEG%2F360_main_thumb_url_1740552118134.jpg
엉뚱한 자연,2025.04.01.,2025.08.10.,대전시립미술관 열린수장고,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250321_173%2F1742524097894ARrYD_JPEG%2F360_36477748_main_thumb_url_1742524097813.jpg
흔적,2025.04.01.,2025.12.21.,대전시립미술관 열린수장고,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250321_11%2F1742524026761kACuX_JPEG%2F360_36477741_main_thumb_url_1742524026675.jpg
김홍도 <백매(白梅)>,2025.01.16.,2025.05.25.,대구간송미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250203_36%2F1738546023266g8Qhj_JPEG%2F360_main_thumb_url_1738546023237.jpg
대구간송미술관 상설전시,2025.01.16.,2025.12.31.,대구간송미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250131_100%2F1738291365565H3TeB_JPEG%2F360_main_thumb_url_1738291365526.jpg
다이노 판타지,2024.12.14.,2025.07.31.,83타워,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241204_234%2F1733278779811OhMWT_JPEG%2F360_main_thumb_url_1733278779805.jpg
흐름·The Flow,2024.09.03.,2025.05.25.,대구간송미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250203_260%2F1738544503525zlnXa_JPEG%2F360_36171436_main_thumb_url_1738544503517.jpg
훈민정음 해례본: 소리로 지은 집,2024.09.03.,2025.05.25.,대구간송미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241127_120%2F1732701001006JYuaB_PNG%2F360_main_thumb_url_1732701000998.png
My Dear 피노키오,2024.12.12.,2025.05.11.,울산 현대예술관 미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241115_179%2F17316388442327YFg9_PNG%2F360_main_thumb_url_1731638844218.png
쥬세뻬 비탈레 : LEGAMI in Ulsan,2024.11.22.,2025.05.06.,태화복합문화공간 만디,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241028_61%2F173008635090134mvG_JPEG%2F360_main_thumb_url_1730086350879.jpg
"고故 이건희 회장 기증 대구·경북의 국보와 보물 2,000년 전의 대구 비산동과 1,500년 전의 고령 지산동",2024.07.09.,2025.06.29.,국립대구박물관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240704_297%2F1720082779190Vb6PA_JPEG%2F360_main_thumb_url_1720082779175.jpg
숲 - 봄 여름 가을 겨울,2024.12.17.,2025.04.30.,임립미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250402_209%2F1743584479622Oe9cm_PNG%2F360_main_thumb_url_1743584479612.png
이강욱 : 1mm의 경계,2025.03.08.,2025.07.31.,플레이스 씨,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250304_150%2F1741052208610JEBHy_JPEG%2F360_main_thumb_url_1741052208496.jpg
"소월리, 풍요를 바라다",2024.11.29.,2025.05.11.,경산시립박물관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250212_38%2F1739328436107Q4eIb_PNG%2F360_main_thumb_url_1739328436098.png
모든 것은 변한다,2024.12.20.,2025.06.01.,뮤지엄산,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250204_230%2F1738662102642D7rqc_JPEG%2F360_main_thumb_url_1738662102572.jpg
기린미술관 소장전,2025.02.01.,2025.12.31.,문화공간 기린,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250131_63%2F1738290786101bJgrs_PNG%2F360_main_thumb_url_1738290786041.png
시작(RE:BEGIN) 2025 류정림 단색화 특별전,2025.01.01.,2025.06.30.,갤러리G,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250108_297%2F17363052056172FED2_JPEG%2F360_main_thumb_url_1736305205543.jpg
"초현실주의, 100년의 환상",2024.12.24.,2025.05.11.,경주예술의전당,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241218_234%2F173448618339459OwY_JPEG%2F360_main_thumb_url_1734486183386.jpg
안재홍 개인전,2024.11.09.,2025.04.13.,이상원미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241118_159%2F1731909444974sFRRL_JPEG%2F360_main_thumb_url_1731909444968.jpg
쥐라기가든: 식물의 탄생과 진화,2024.10.19.,2025.05.05.,국립세종수목원,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241011_39%2F1728626816966jq5eO_PNG%2F360_main_thumb_url_1728626816931.png
"칸딘스키, 추상 회화의 오디세이",2025.03.14.,2026.02.22.,빛의 벙커,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250310_74%2F1741579226762sOzKf_PNG%2F360_main_thumb_url_1741579226752.png
전쟁을 겪은 어린이들의 이야기,2024.12.03.,2025.05.06.,제주4.3평화기념관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241114_83%2F1731551587579QnVWg_JPEG%2F360_main_thumb_url_1731551587482.jpg
2024 세종문화회관 공간큐레이팅: The Corner,2024.12.16.,2025.05.25.,"세종문화회관 대극장, 노들섬(서울시발레단)",https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250403_283%2F17436243319917O4by_JPEG%2FD100931_af19c78c_202503SJ3.jpg%3Ftype%3Dm1500
Keiichi Tanaami: I’M THE ORIGIN,2024.12.14.,2025.06.29.,대림미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250403_223%2F17436243313251BBv2_JPEG%2FD099494_4d154c5d_202412DaeRim700.jpg%3Ftype%3Dm1500
구스타프 클림트 : 타임리스 뷰티,2024.12.20.,오픈런,그라운드시소 명동,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250204_148%2F1738638084646oIWB0_JPEG%2F360_35663024_main_thumb_url_1738638084604.jpg
어쩌다 마주친 공예,2025.01.02.,오픈런,노들섬 노들서가,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241226_72%2F1735192567255YupkF_JPEG%2F360_34307628_main_thumb_url_1735192567196.jpg
간원일기,2024.05.10.,2025.07.31.,종로구립 박노수미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240610_261%2F1717998805107pX6iy_PNG%2F360_main_thumb_url_1717998805092.png
어둠속의대화 북촌,2010.01.20.,오픈런,어둠속의대화 북촌점,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240215_232%2F1707968271534M6vB2_PNG%2F360_main_thumb_url_1707968271518.png
레픽아나돌 : Machine Simulations : Life and Dreams-희로애락,2023.10.06.,오픈런,63빌딩,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240116_33%2F1705372563649uwKJA_JPEG%2F360_main_thumb_url_1705372563597.jpg
서도호와 아이들: 아트랜드,2023.05.02.,2025.12.31.,서울시립 북서울미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20231122_160%2F1700644281474b23s2_PNG%2F360_main_thumb_url_1700644281458.png
"낯선 말, 표현의 그림자",2023.11.15.,2026.12.31.,북한인권박물관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20231107_8%2F1699342151005b9a9p_JPEG%2F360_main_thumb_url_1699342150956.jpg
더케이브 XR 경험 전시,2023.09.22.,오픈런,더 케이브,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241028_106%2F1730109377764YugvW_PNG%2F360_32121927_main_thumb_url_1730109377720.png
SPACE 55 Archive,2023.03.01.,오픈런,스페이스55,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20230321_46%2F1679374196037toGh1_JPEG%2F360_main_thumb_url_1679374196014.jpg
시간의 조각 : 계절에서 Flower in winter,2022.07.15.,오픈런,네이처랩스,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20221221_104%2F1671599932624ptx6U_JPEG%2F360_28399760_main_thumb_url_1671599932604.jpg
소우주 : microcosme.,2022.05.31.,오픈런,브루커피 강남타워300점,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220603_50%2F1654223933202i1ENI_JPEG%2F360_main_thumb_url_1654223933187.jpg
차차라인 : 감는 행복 Part 1 : Inner peace,2022.05.13.,오픈런,브루커피 역삼HB타워점,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220518_94%2F1652849646577qGzI7_JPEG%2F360_main_thumb_url_1652849646543.jpg
취향의 서재,2022.05.03.,오픈런,갤러리나인,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220511_254%2F1652260514480cRjBD_JPEG%2F360_main_thumb_url_1652260514391.jpg
"유래 : COLOR GIRL : 여자 꽃,을 피우다",2022.05.07.,오픈런,브루커피 삼성공항터미널점,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220506_170%2F1651826073842qK7HF_PNG%2F360_main_thumb_url_1651826073734.png
후지시로 세이지 : 고양이 뉴욕에 가다,2022.03.04.,오픈런,후지시로 세이지 북촌 스페이스,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220330_94%2F1648627422581pzwSY_JPEG%2F360_main_thumb_url_1648627422534.jpg
고원(高原) : Go One Hour LOOP,2022.03.30.,오픈런,고원,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220307_182%2F1646635122018PgHYj_JPEG%2F360_main_thumb_url_1646635121958.jpg
순수박물관,2022.07.29.,오픈런,순수박물관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241029_23%2F1730168847409Pye0e_JPEG%2F360_19427252_main_thumb_url_1730168847400.jpg
컬러풀뮤지엄,2021.01.06.,오픈런,컬러풀뮤지엄,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20210506_181%2F1620287674650FYRlv_PNG%2F360_main_thumb_url_1620287674635.png
후지시로 세이지 : 고양이 뉴욕에 가다,2022.03.04.,오픈런,후지시로 세이지 북촌 스페이스,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220330_94%2F1648627422581pzwSY_JPEG%2F360_main_thumb_url_1648627422534.jpg
고원(高原) : Go One Hour LOOP,2022.03.30.,오픈런,고원,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220307_182%2F1646635122018PgHYj_JPEG%2F360_main_thumb_url_1646635121958.jpg
순수박물관,2022.07.29.,오픈런,순수박물관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241029_23%2F1730168847409Pye0e_JPEG%2F360_19427252_main_thumb_url_1730168847400.jpg
컬러풀뮤지엄,2021.01.06.,오픈런,컬러풀뮤지엄,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20210506_181%2F1620287674650FYRlv_PNG%2F360_main_thumb_url_1620287674635.png
댄디맥 브레드 앤 아트 파티,2025.01.13.,오픈런,카포레,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250204_262%2F17386363393034lOMr_JPEG%2F360_main_thumb_url_1738636339239.jpg
연결의 실,2025.01.13.,오픈런,카포레,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250203_44%2F1738554292686l6wT3_JPEG%2F360_main_thumb_url_1738554292661.jpg
DINO BAY 시즌3,2024.12.14.,오픈런,리빙파워센터,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241217_101%2F1734400779373SJEgL_JPEG%2F360_main_thumb_url_1734400779363.jpg
완전한 몰입,2024.08.20.,2025.09.07.,양주시립장욱진미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240821_24%2F1724204820647K3d3Q_JPEG%2F360_main_thumb_url_1724204820620.jpg
모나리자 이머시브,2024.07.26.,2025.07.27.,뮤지엄엘,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240725_272%2F172187463617183IFM_JPEG%2F360_main_thumb_url_1721874636115.jpg
기쁨,2024.05.02.,2025.06.01.,양주시립민복진미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240531_65%2F1717143578492oJ4S5_PNG%2F360_34023021_main_thumb_url_1717143578481.png
인피니티아트 빛의 산책,2024.04.23.,2025.04.25.,아트팩토리참기름 강화,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240408_20%2F1712538527617XprzV_JPEG%2F360_33871688_main_thumb_url_1712538527573.jpg
르 스페이스,2024.05.01.,오픈런,르 스페이스,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240328_155%2F1711590712646WHOCF_JPEG%2F360_main_thumb_url_1711590712629.jpg
Re: 새-새-의자,2024.03.15.,오픈런,부산현대미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240304_274%2F1709540280139LRRh0_JPEG%2F360_main_thumb_url_1709540280087.jpg
현대도예-오디세이,2023.11.24.,2027.01.10.,경기도자미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240122_36%2F1705890320501YSPAq_JPEG%2F360_main_thumb_url_1705890320426.jpg
시골 쥐의 도시 여행,2023.10.24.,오픈런,인천도시역사관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20231024_181%2F16981176413512AqrG_JPEG%2F360_main_thumb_url_1698117641329.jpg
